time,.pose.pose.position.x,.pose.pose.position.y,.pose.pose.orientation.x,.pose.pose.orientation.y,.pose.pose.orientation.z,.pose.pose.orientation.w
2022/08/16/12:41:25.562215,18.3625164,0.036430478,0.009729763,-0.013501673,-0.01131008,0.999797523
2022/08/16/12:41:25.664464,18.42298317,0.034965653,0.009758038,-0.013285848,-0.010904288,0.999804735
2022/08/16/12:41:25.764145,18.47708511,0.036248073,0.009588188,-0.013493076,-0.010485661,0.999808013
2022/08/16/12:41:25.864482,18.53617477,0.038358368,0.009644866,-0.013970979,-0.010163041,0.999804199
2022/08/16/12:41:25.961469,18.59513474,0.039187051,0.009771435,-0.013879174,-0.0097663,0.999808192
2022/08/16/12:41:26.061897,18.6532402,0.037991989,0.009891557,-0.013794697,-0.009300703,0.999812663
2022/08/16/12:41:26.162415,18.70752335,0.039390806,0.01076409,-0.014458259,-0.008901726,0.999797881
2022/08/16/12:41:26.263393,18.76119423,0.04155628,0.010631086,-0.014268137,-0.008461132,0.999805868
2022/08/16/12:41:26.363202,18.81334686,0.044299997,0.01062589,-0.014394249,-0.0080797,0.999807298
2022/08/16/12:41:26.463741,18.86960411,0.043214399,0.010213355,-0.015064068,-0.007746894,0.999804437
2022/08/16/12:41:26.563550,18.91637421,0.043899786,0.010768306,-0.015189403,-0.007315899,0.999799967
2022/08/16/12:41:26.664709,18.96805191,0.042594112,0.010881842,-0.01465009,-0.00699034,0.999809027
2022/08/16/12:41:26.766255,19.01831436,0.04422228,0.010694197,-0.01295616,-0.006496958,0.999837756
2022/08/16/12:41:26.864273,19.06650734,0.044701573,0.010423892,-0.013211793,-0.006193739,0.999839306
2022/08/16/12:41:26.965138,19.11331177,0.045677152,0.0104539,-0.01273293,-0.00585805,0.999847174
2022/08/16/12:41:27.069056,19.1603756,0.04758871,0.010651283,-0.012764116,-0.005536918,0.999846518
2022/08/16/12:41:27.162497,19.20825577,0.049174231,0.010439887,-0.012862971,-0.005247636,0.999848962
2022/08/16/12:41:27.262824,19.25391579,0.050770905,0.010435781,-0.012877402,-0.004859524,0.999850869
2022/08/16/12:41:27.363258,19.30179787,0.05280333,0.010849427,-0.013069486,-0.004545821,0.999845445
2022/08/16/12:41:27.462912,19.34794044,0.052912261,0.011046493,-0.013114605,-0.004155197,0.999844432
2022/08/16/12:41:27.564019,19.39564896,0.052379876,0.011234947,-0.013070047,-0.003894012,0.999843955
2022/08/16/12:41:27.663947,19.44309235,0.052647769,0.011572983,-0.012995048,-0.003500317,0.999842525
2022/08/16/12:41:27.765531,19.48731041,0.053872045,0.011780812,-0.013034388,-0.003233765,0.999840498
2022/08/16/12:41:27.865278,19.53833008,0.054504778,0.011993403,-0.012523735,-0.002796926,0.999845803
2022/08/16/12:41:27.965950,19.58890343,0.055580452,0.012107714,-0.013008188,-0.002518581,0.999839008
2022/08/16/12:41:28.065464,19.64019775,0.056947816,0.012462985,-0.013285221,-0.002195147,0.999831676
2022/08/16/12:41:28.164767,19.68893433,0.058993105,0.012374743,-0.013418775,-0.001877011,0.999831617
2022/08/16/12:41:28.264958,19.73467636,0.060089257,0.01217853,-0.012643648,-0.001593528,0.99984473
2022/08/16/12:41:28.365217,19.78739166,0.063368998,0.01237588,-0.013709868,-0.001343725,0.999828517
2022/08/16/12:41:28.465426,19.83889771,0.063748278,0.012131207,-0.013294858,-0.000935349,0.999837697
2022/08/16/12:41:28.565029,19.88970566,0.065579705,0.012077274,-0.014185181,-0.000659559,0.999826252
2022/08/16/12:41:28.664654,19.94259453,0.066917084,0.012300429,-0.014344956,-0.000291842,0.999821424
2022/08/16/12:41:28.765830,19.99908638,0.069531612,0.012618449,-0.014521779,5.74E-05,0.999814928
2022/08/16/12:41:28.865064,20.05575562,0.068843372,0.012317209,-0.014760736,0.000507066,0.999815106
2022/08/16/12:41:28.965151,20.1104393,0.070164643,0.012201817,-0.015025978,0.00089305,0.999812245
2022/08/16/12:41:29.066378,20.1689949,0.072265953,0.011887056,-0.015377779,0.001166079,0.999810398
2022/08/16/12:41:29.170403,20.22378731,0.076050863,0.012113184,-0.015375196,0.00158874,0.999807179
2022/08/16/12:41:29.266122,20.28008842,0.077179372,0.011997958,-0.015484834,0.001894823,0.999806345
2022/08/16/12:41:29.366646,20.34010124,0.080490433,0.011604859,-0.015506505,0.002216263,0.99980998
2022/08/16/12:41:29.466993,20.40215302,0.087666191,0.011710106,-0.015941381,0.002869294,0.999800265
2022/08/16/12:41:29.566195,20.46254349,0.091518454,0.011588397,-0.015967414,0.003747707,0.999798357
2022/08/16/12:41:29.666293,20.5188446,0.092097767,0.011207149,-0.015906896,0.00453116,0.999800444
2022/08/16/12:41:29.766077,20.57644844,0.09426152,0.011498004,-0.015943756,0.005059982,0.999794006
2022/08/16/12:41:29.865231,20.64042091,0.093931869,0.011544096,-0.015931917,0.005657996,0.99979043
2022/08/16/12:41:29.963825,20.70277977,0.097979501,0.011890907,-0.016001884,0.006102628,0.999782622
2022/08/16/12:41:30.066205,20.7610054,0.100888222,0.011973517,-0.01621783,0.006640182,0.999774754
2022/08/16/12:41:30.162401,20.82101059,0.1030479,0.011829278,-0.01632384,0.007165132,0.999771118
2022/08/16/12:41:30.263405,20.88166428,0.106182694,0.01193284,-0.016288305,0.008154758,0.999762893
2022/08/16/12:41:30.363459,20.9439888,0.110223435,0.012086165,-0.01634614,0.009323736,0.999749839
2022/08/16/12:41:30.464234,21.00397301,0.114224598,0.011874444,-0.016730303,0.010215492,0.999737382
2022/08/16/12:41:30.563919,21.06241798,0.117863268,0.01186085,-0.016639452,0.010883277,0.999731958
2022/08/16/12:41:30.663419,21.12498856,0.119750179,0.0118064,-0.016788283,0.011091501,0.999727905
2022/08/16/12:41:30.766413,21.18592262,0.120505512,0.011765643,-0.016778607,0.01085359,0.999731183
2022/08/16/12:41:30.868454,21.24283028,0.122210115,0.011636117,-0.016924765,0.010049174,0.999738514
2022/08/16/12:41:30.963766,21.30199623,0.121686116,0.011997119,-0.017163429,0.008899503,0.999741197
2022/08/16/12:41:31.063276,21.36327362,0.119547516,0.01225355,-0.017126741,0.007340061,0.999751389
2022/08/16/12:41:31.164038,21.4264698,0.118225686,0.0123699,-0.017126009,0.00536799,0.999762416
2022/08/16/12:41:31.265296,21.48508453,0.116670825,0.012716616,-0.017600691,0.003717784,0.999757409
2022/08/16/12:41:31.363953,21.5509758,0.114907362,0.013071591,-0.017634213,0.002515986,0.999755919
2022/08/16/12:41:31.464648,21.61279106,0.111482672,0.012893774,-0.017708443,0.001686857,0.99975872
2022/08/16/12:41:31.564560,21.67458916,0.115437672,0.012852358,-0.017738573,0.001142265,0.999759495
2022/08/16/12:41:31.664549,21.73888779,0.117990188,0.012768024,-0.017718587,0.000580217,0.999761283
2022/08/16/12:41:31.766184,21.79958153,0.118231222,0.012642058,-0.01793227,4.91E-05,0.999759376
2022/08/16/12:41:31.865923,21.86451721,0.11815875,0.011862372,-0.017849257,-0.000593582,0.999770105
2022/08/16/12:41:31.966284,21.92755127,0.121647611,0.011859846,-0.018367225,-0.001199406,0.999760211
2022/08/16/12:41:32.065292,21.99110794,0.121682912,0.011754623,-0.018365351,-0.001682803,0.999760807
2022/08/16/12:41:32.165625,22.0530777,0.121259145,0.011675238,-0.018619429,-0.002350414,0.9997558
2022/08/16/12:41:32.265505,22.11488342,0.121870898,0.011707201,-0.018606197,-0.002998271,0.999753892
2022/08/16/12:41:32.365053,22.17948914,0.118919738,0.011907164,-0.018898683,-0.003561363,0.999744236
2022/08/16/12:41:32.465863,22.23853874,0.117465995,0.012207967,-0.019292429,-0.004058086,0.999731183
2022/08/16/12:41:32.568601,22.29659081,0.118027829,0.012794953,-0.019206492,-0.004633649,0.999722958
2022/08/16/12:41:32.665754,22.36061859,0.118290745,0.01279298,-0.019637058,-0.005188273,0.999711931
2022/08/16/12:41:32.765561,22.41957092,0.116738103,0.012477987,-0.019792061,-0.00590968,0.999708831
2022/08/16/12:41:32.865372,22.47924805,0.119675025,0.012617594,-0.019923545,-0.006405595,0.99970144
2022/08/16/12:41:32.964828,22.53780937,0.11941845,0.012034291,-0.019957567,-0.007096578,0.999703288
2022/08/16/12:41:33.065143,22.60108185,0.12040396,0.01247562,-0.020636341,-0.007606644,0.99968034
2022/08/16/12:41:33.164933,22.65779686,0.117724456,0.012164463,-0.020666322,-0.008260772,0.999678373
2022/08/16/12:41:33.266247,22.72180367,0.116535895,0.012386766,-0.020908149,-0.008799381,0.999665916
2022/08/16/12:41:33.367244,22.77417755,0.114439555,0.012315075,-0.020887705,-0.009276188,0.999662936
2022/08/16/12:41:33.467331,22.83147812,0.114424512,0.012446301,-0.02116455,-0.009796774,0.999650598
2022/08/16/12:41:33.566079,22.89051056,0.115061387,0.012701664,-0.021472964,-0.010340544,0.999635339
2022/08/16/12:41:33.666162,22.94226074,0.113417074,0.012936563,-0.021854563,-0.010813631,0.999619067
2022/08/16/12:41:33.766786,22.9961853,0.112550221,0.012675967,-0.021982247,-0.011413369,0.999612808
2022/08/16/12:41:33.863555,23.04642105,0.112401016,0.012144572,-0.021692965,-0.012004719,0.999618888
2022/08/16/12:41:33.961502,23.09765816,0.112273268,0.012145794,-0.02198544,-0.012459276,0.999606907
2022/08/16/12:41:34.062032,23.14474297,0.110060528,0.011902605,-0.021831715,-0.012905532,0.999607563
2022/08/16/12:41:34.161293,23.19553566,0.109984249,0.011745716,-0.022024857,-0.013383008,0.999598801
2022/08/16/12:41:34.262730,23.24917984,0.108600028,0.011831948,-0.02227913,-0.01359425,0.999589324
2022/08/16/12:41:34.365054,23.29306602,0.107405648,0.012113765,-0.022293046,-0.013483946,0.999587119
2022/08/16/12:41:34.460962,23.33963585,0.107583977,0.012274569,-0.022469627,-0.013002708,0.999587595
2022/08/16/12:41:34.561059,23.38870811,0.107640095,0.012602794,-0.022461943,-0.012187071,0.999594033
2022/08/16/12:41:34.661474,23.43313599,0.108421139,0.012443118,-0.022702338,-0.011151353,0.999602616
2022/08/16/12:41:34.761874,23.48402596,0.111964598,0.012587236,-0.022745281,-0.010030883,0.999611676
2022/08/16/12:41:34.861880,23.53412819,0.11358805,0.0122714,-0.023272784,-0.00894931,0.999613881
2022/08/16/12:41:34.961091,23.58781052,0.116198868,0.012461375,-0.023378147,-0.00752079,0.999620855
2022/08/16/12:41:35.061511,23.63783455,0.119370736,0.012374482,-0.023587659,-0.006306315,0.999625385
2022/08/16/12:41:35.161971,23.69653893,0.124236144,0.012021027,-0.023814997,-0.00515066,0.999630928
2022/08/16/12:41:35.262576,23.74761963,0.126431629,0.01194247,-0.023965558,-0.003798198,0.999634206
2022/08/16/12:41:35.362916,23.80236626,0.13197878,0.01243245,-0.023773005,-0.002293771,0.999637425
2022/08/16/12:41:35.462737,23.86017799,0.136448473,0.012369254,-0.023511212,-0.001036303,0.999646485
2022/08/16/12:41:35.562673,23.91614342,0.137463331,0.012130328,-0.023037946,6.33E-05,0.999660969
2022/08/16/12:41:35.661871,23.97402191,0.13887988,0.012072446,-0.023792138,0.001298989,0.999643266
2022/08/16/12:41:35.762719,24.02677917,0.140107587,0.012307634,-0.023937395,0.00253848,0.999634564
2022/08/16/12:41:35.865300,24.08013535,0.140963107,0.012032384,-0.023545252,0.003726276,0.999643505
2022/08/16/12:41:35.962920,24.13377953,0.149600387,0.012949681,-0.023860538,0.005063021,0.999618649
2022/08/16/12:41:36.063533,24.18501091,0.148980513,0.012296416,-0.02392609,0.006273798,0.999618471
2022/08/16/12:41:36.164418,24.24312973,0.155074432,0.013224355,-0.023045283,0.007685581,0.999617457
2022/08/16/12:41:36.264272,24.30317116,0.157543749,0.01309831,-0.023477934,0.008853463,0.999599397
2022/08/16/12:41:36.365957,24.35260773,0.160160035,0.013348875,-0.023630999,0.01005422,0.999581099
2022/08/16/12:41:36.462090,24.40593338,0.166887179,0.013226946,-0.023904126,0.011490243,0.999560714
2022/08/16/12:41:36.561316,24.46001244,0.173159838,0.012878708,-0.02423971,0.013284722,0.999534965
2022/08/16/12:41:36.662657,24.51920891,0.178959489,0.012863542,-0.024493694,0.015430483,0.999498129
2022/08/16/12:41:36.762379,24.58116913,0.188811094,0.012576892,-0.024899587,0.018031774,0.99944818
2022/08/16/12:41:36.862243,24.64582443,0.197369665,0.012456936,-0.02519593,0.020920845,0.999385953
2022/08/16/12:41:36.963491,24.70771408,0.210005865,0.013544577,-0.024368431,0.024702836,0.999306023
2022/08/16/12:41:37.064125,24.76540375,0.226383001,0.014622754,-0.023404272,0.028737066,0.999206066
2022/08/16/12:41:37.163469,24.82074928,0.234175369,0.014373621,-0.024453266,0.033047829,0.999051273
2022/08/16/12:41:37.264918,24.88474464,0.247288823,0.01483543,-0.023632603,0.037895724,0.998892069
2022/08/16/12:41:37.365817,24.94301033,0.26295656,0.0151987,-0.023826085,0.042559467,0.998694181
2022/08/16/12:41:37.463876,24.98783493,0.274134666,0.014934745,-0.023939647,0.046802446,0.998505652
2022/08/16/12:41:37.564816,25.04297829,0.288119495,0.015212548,-0.023372987,0.05071738,0.998323619
2022/08/16/12:41:37.665029,25.09466553,0.299857378,0.014690863,-0.023579007,0.054237027,0.998141527
2022/08/16/12:41:37.764961,25.14125443,0.31185475,0.014606284,-0.023846602,0.057294298,0.997965693
2022/08/16/12:41:37.864843,25.19161415,0.322463751,0.014787929,-0.024314228,0.060044967,0.997789919
2022/08/16/12:41:37.964014,25.24110031,0.334109336,0.015139772,-0.024428068,0.062432338,0.997635305
2022/08/16/12:41:38.067647,25.29070473,0.346290797,0.015793657,-0.024145678,0.064762346,0.997483611
2022/08/16/12:41:38.169625,25.33573914,0.354448766,0.015385661,-0.024588287,0.067177385,0.997319341
2022/08/16/12:41:38.265331,25.38777351,0.36871323,0.015498423,-0.025009623,0.070151635,0.99710232
2022/08/16/12:41:38.364614,25.4360466,0.382277787,0.015426898,-0.025373802,0.073456176,0.996856213
2022/08/16/12:41:38.466206,25.48706818,0.397954136,0.015466308,-0.025865264,0.077252276,0.996555984
2022/08/16/12:41:38.566130,25.54291344,0.414298236,0.015291087,-0.026289593,0.080365255,0.996301472
2022/08/16/12:41:38.665259,25.59078217,0.429886281,0.015222125,-0.026457241,0.083170451,0.996067822
2022/08/16/12:41:38.766269,25.63580894,0.443706095,0.015252262,-0.026805846,0.085649788,0.995847881
2022/08/16/12:41:38.866228,25.68756866,0.457878798,0.015388252,-0.027174836,0.087766737,0.995651424
2022/08/16/12:41:38.965787,25.74414444,0.472884238,0.015344381,-0.027155308,0.090370268,0.995419741
2022/08/16/12:41:39.066245,25.79417419,0.488788456,0.014977169,-0.027604017,0.093423702,0.995131016
2022/08/16/12:41:39.167479,25.85842323,0.508631051,0.015427425,-0.027576976,0.096934251,0.994789064
2022/08/16/12:41:39.265719,25.90913582,0.524547875,0.01506885,-0.028119339,0.100884475,0.994386554
2022/08/16/12:41:39.365407,25.96749496,0.545103133,0.014856433,-0.028303601,0.105208255,0.99393636
2022/08/16/12:41:39.464919,26.01915359,0.566789091,0.014806587,-0.028468005,0.110205524,0.993390739
2022/08/16/12:41:39.565228,26.06798553,0.588573456,0.014845304,-0.02856929,0.115493074,0.992786348
2022/08/16/12:41:39.667115,26.12337875,0.610562682,0.014967606,-0.028242031,0.12103451,0.992133558
2022/08/16/12:41:39.769153,26.18084335,0.639941156,0.016112186,-0.027946141,0.127007589,0.991377056
2022/08/16/12:41:39.866241,26.22908401,0.6628111,0.015810721,-0.02826931,0.132339209,0.990675151
2022/08/16/12:41:39.967769,26.28510666,0.68834734,0.016203968,-0.028736774,0.137434348,0.989961326
2022/08/16/12:41:40.066675,26.33620644,0.711881816,0.01661176,-0.028888095,0.142092302,0.989292324
2022/08/16/12:41:40.166807,26.38463211,0.737012446,0.017176803,-0.029032065,0.146498412,0.98863554
2022/08/16/12:41:40.267773,26.43303871,0.758325875,0.016923403,-0.029388782,0.150080875,0.988091946
2022/08/16/12:41:40.367240,26.4897747,0.784269512,0.017096659,-0.02945945,0.153411984,0.987575114
2022/08/16/12:41:40.467655,26.54054832,0.808668315,0.016790528,-0.029709008,0.156361625,0.987110257
2022/08/16/12:41:40.567336,26.59288979,0.823902726,0.014871779,-0.029690186,0.158620864,0.986781061
2022/08/16/12:41:40.667448,26.64409828,0.850447834,0.01556288,-0.029541094,0.16078414,0.986424744
2022/08/16/12:41:40.769177,26.68722725,0.86946857,0.015441952,-0.028952612,0.162542656,0.986155808
2022/08/16/12:41:40.867218,26.736763,0.891704082,0.016062548,-0.029625742,0.164078444,0.985871434
2022/08/16/12:41:40.967480,26.78571892,0.907884777,0.015111693,-0.029626267,0.164943948,0.985742033
2022/08/16/12:41:41.066592,26.83183098,0.923910439,0.014838679,-0.029743696,0.165712491,0.985613823
2022/08/16/12:41:41.166920,26.88547707,0.939445913,0.014850253,-0.029930634,0.166384712,0.985494733
2022/08/16/12:41:41.266506,26.92506218,0.955899656,0.015131562,-0.030193837,0.167132169,0.985355914
2022/08/16/12:41:41.365258,26.97662163,0.974159837,0.014889015,-0.030557403,0.168079257,0.985187292
2022/08/16/12:41:41.464478,27.02292824,0.993276894,0.015016627,-0.030340012,0.169409052,0.984964311
2022/08/16/12:41:41.563462,27.06476402,1.014064789,0.015294472,-0.030736301,0.171062961,0.984661818
2022/08/16/12:41:41.664029,27.11629677,1.034917831,0.01540362,-0.031330403,0.172948882,0.984311879
2022/08/16/12:41:41.766236,27.16436005,1.05561173,0.014840535,-0.030999104,0.175063327,0.983957171
2022/08/16/12:41:41.863307,27.21614265,1.080872655,0.014907618,-0.030799078,0.177906513,0.98345226
2022/08/16/12:41:41.965839,27.26634598,1.10560298,0.01538904,-0.030197721,0.181041315,0.982891381
2022/08/16/12:41:42.062569,27.31050491,1.130891442,0.015508732,-0.030331438,0.18475005,0.98219502
2022/08/16/12:41:42.162536,27.35706902,1.158160448,0.015443417,-0.030352162,0.18865858,0.981452167
2022/08/16/12:41:42.264962,27.40125084,1.184713483,0.015411042,-0.028565418,0.192542613,0.980751634
2022/08/16/12:41:42.364226,27.4506855,1.210437298,0.015146542,-0.02862091,0.195986286,0.980071902
2022/08/16/12:41:42.464351,27.49655533,1.237674117,0.015801374,-0.028522087,0.199141204,0.979428291
2022/08/16/12:41:42.562802,27.5388279,1.259371281,0.015677797,-0.028795075,0.201672599,0.978904128
2022/08/16/12:41:42.664785,27.58361816,1.281911612,0.015683843,-0.029098218,0.203620866,0.978491664
2022/08/16/12:41:42.765038,27.62177277,1.30111897,0.015530129,-0.029316105,0.205297455,0.978137195
2022/08/16/12:41:42.863542,27.65914917,1.319763541,0.015377608,-0.029541561,0.206768513,0.977822959
2022/08/16/12:41:42.963991,27.70139122,1.339537978,0.015050131,-0.029978523,0.207746089,0.977607489
2022/08/16/12:41:43.062793,27.74223137,1.363340616,0.015332622,-0.030220054,0.208822802,0.977366269
2022/08/16/12:41:43.163736,27.78095436,1.385291338,0.015294327,-0.029982574,0.209662423,0.977194369
2022/08/16/12:41:43.264063,27.81991196,1.406071544,0.015038734,-0.030501207,0.210021704,0.977105141
2022/08/16/12:41:43.363831,27.86491394,1.427671075,0.015293178,-0.030783392,0.210512936,0.976986647
2022/08/16/12:41:43.463508,27.90162659,1.447191,0.014904819,-0.030773457,0.21075958,0.976939738
2022/08/16/12:41:43.565096,27.93654823,1.466177464,0.014830729,-0.031102143,0.211129442,0.976850629
2022/08/16/12:41:43.665936,27.97960663,1.483347058,0.014229678,-0.031637739,0.211515531,0.976758838
2022/08/16/12:41:43.766890,28.01700401,1.50270915,0.01425877,-0.03159393,0.211959705,0.97666353
2022/08/16/12:41:43.866512,28.062994,1.521677971,0.014315799,-0.031326979,0.212451771,0.976564407
2022/08/16/12:41:43.965335,28.10042381,1.54669559,0.01501423,-0.031606693,0.212931067,0.976440489
2022/08/16/12:41:44.066104,28.14348984,1.564797282,0.014912088,-0.031832807,0.213279143,0.976358712
2022/08/16/12:41:44.165820,28.18163872,1.585916758,0.015226611,-0.031880867,0.213739485,0.976251602
2022/08/16/12:41:44.266545,28.23599243,1.613037109,0.015453803,-0.032009181,0.214142844,0.97615546
2022/08/16/12:41:44.366848,28.28110695,1.635395885,0.015334161,-0.031778451,0.214536235,0.97607851
2022/08/16/12:41:44.469837,28.3244133,1.657867074,0.015677145,-0.030919988,0.215095103,0.9759776
2022/08/16/12:41:44.563506,28.36915398,1.684831619,0.01552349,-0.030727718,0.215353549,0.975929141
2022/08/16/12:41:44.665057,28.41218567,1.706687689,0.015649579,-0.030041156,0.215390235,0.975940406
2022/08/16/12:41:44.764544,28.45271873,1.727361917,0.01590482,-0.030287029,0.215178594,0.975975335
2022/08/16/12:41:44.863928,28.50082397,1.749533057,0.01621603,-0.03000983,0.214994133,0.976019442
2022/08/16/12:41:44.966678,28.54707336,1.772049546,0.016384384,-0.029715266,0.214919031,0.976042151
2022/08/16/12:41:45.064516,28.59185982,1.794038057,0.017058957,-0.03004672,0.215722471,0.97584331
2022/08/16/12:41:45.163145,28.63369751,1.812773705,0.01692728,-0.030222824,0.216335565,0.975704312
2022/08/16/12:41:45.263783,28.67834282,1.837037683,0.017126897,-0.030549316,0.217233852,0.975491047
2022/08/16/12:41:45.364272,28.72212601,1.861510634,0.017545342,-0.030724172,0.218253076,0.975250721
2022/08/16/12:41:45.463505,28.76250648,1.88416481,0.01783425,-0.031180991,0.219973624,0.974844217
2022/08/16/12:41:45.563415,28.81088257,1.910796285,0.017691122,-0.031593837,0.221664175,0.974450529
2022/08/16/12:41:45.663480,28.85880089,1.936698914,0.017310428,-0.031848688,0.223930553,0.973930776
2022/08/16/12:41:45.763693,28.90160561,1.96616888,0.017173551,-0.032005843,0.226437777,0.973348141
2022/08/16/12:41:45.864033,28.94678307,1.993776321,0.017024463,-0.032223996,0.228611216,0.972835422
2022/08/16/12:41:45.964138,28.98408699,2.02157712,0.016945066,-0.032670211,0.230665639,0.972336829
2022/08/16/12:41:46.065184,29.02874947,2.04725337,0.016926907,-0.032273043,0.232530445,0.971906126
2022/08/16/12:41:46.164537,29.07383156,2.072993994,0.016447868,-0.032913066,0.233610943,0.971633732
2022/08/16/12:41:46.264633,29.12309837,2.102273226,0.016880181,-0.033195335,0.234948769,0.971294105
2022/08/16/12:41:46.365124,29.16194534,2.126566887,0.016988417,-0.032601036,0.235895842,0.971082747
2022/08/16/12:41:46.463786,29.20643997,2.150826454,0.017043319,-0.032587841,0.236511543,0.970932484
2022/08/16/12:41:46.565347,29.25926399,2.181151867,0.017712861,-0.031434525,0.236901656,0.970863461
2022/08/16/12:41:46.665368,29.30025482,2.205878019,0.018120835,-0.030626403,0.237396225,0.970760882
2022/08/16/12:41:46.766595,29.34669685,2.23064518,0.017718893,-0.031355336,0.237443656,0.970733464
2022/08/16/12:41:46.865363,29.39543533,2.259626627,0.018388422,-0.031466983,0.238175377,0.970538139
2022/08/16/12:41:46.966269,29.44170761,2.286202669,0.017944179,-0.031153703,0.238487452,0.970479906
2022/08/16/12:41:47.066141,29.48946953,2.311046124,0.017583044,-0.031785119,0.239158019,0.970301032
2022/08/16/12:41:47.166633,29.53831863,2.339944839,0.017406682,-0.03183306,0.239474162,0.970224679
2022/08/16/12:41:47.266369,29.58563805,2.371166945,0.017423341,-0.031580646,0.240062207,0.97008729
2022/08/16/12:41:47.368015,29.63523674,2.397225142,0.016875194,-0.03201694,0.240316138,0.970019758
2022/08/16/12:41:47.465903,29.68345451,2.428233862,0.017265296,-0.032253966,0.241038412,0.969825864
2022/08/16/12:41:47.567114,29.72961998,2.453176737,0.016628152,-0.032787696,0.241585493,0.969682932
2022/08/16/12:41:47.667337,29.7831459,2.481795073,0.017011974,-0.033314548,0.241996005,0.969555974
2022/08/16/12:41:47.769855,29.82902145,2.509998083,0.017378245,-0.033177357,0.242579401,0.969408393
2022/08/16/12:41:47.871390,29.87114525,2.535083771,0.017531311,-0.033359326,0.243209019,0.969241619
2022/08/16/12:41:47.966350,29.92224121,2.563972473,0.017761797,-0.033688571,0.243661091,0.969112456
2022/08/16/12:41:48.065659,29.96919441,2.593583822,0.017860925,-0.033955324,0.24419874,0.968965948
2022/08/16/12:41:48.163721,30.02482605,2.626754522,0.017734455,-0.034285326,0.244750649,0.968817413
2022/08/16/12:41:48.263693,30.08386612,2.660145044,0.017548257,-0.034558591,0.245524466,0.968615294
2022/08/16/12:41:48.363018,30.13542557,2.695227861,0.017430099,-0.034797437,0.246088535,0.968465686
2022/08/16/12:41:48.463318,30.19600296,2.732236147,0.017402237,-0.035150517,0.246647149,0.968311369
2022/08/16/12:41:48.563468,30.26032257,2.768554688,0.017306974,-0.035463784,0.247368455,0.968117654
2022/08/16/12:41:48.663335,30.32333755,2.804218531,0.017151777,-0.035885148,0.248092458,0.967919588
2022/08/16/12:41:48.763254,30.38126564,2.840642929,0.016973577,-0.036057405,0.248667404,0.967768669
2022/08/16/12:41:48.865525,30.44391823,2.873884439,0.016716814,-0.035328396,0.24938415,0.967615604
2022/08/16/12:41:48.963527,30.49269295,2.903348923,0.017084498,-0.035497598,0.249957263,0.967455089
2022/08/16/12:41:49.064189,30.54620171,2.929977417,0.017071497,-0.035475343,0.250674009,0.967270792
2022/08/16/12:41:49.163987,30.5873909,2.954083204,0.017086495,-0.035716765,0.251334846,0.96709013
2022/08/16/12:41:49.264594,30.60829926,2.967396259,0.017164513,-0.035863157,0.251470506,0.967048049
2022/08/16/12:41:49.363981,30.61475945,2.967485428,0.017460899,-0.036034707,0.25155893,0.967013359
2022/08/16/12:41:49.464873,30.60870743,2.962755442,0.017751146,-0.036563221,0.251233876,0.967072666
2022/08/16/12:41:49.564742,30.61166191,2.964908838,0.017269762,-0.036129571,0.251526535,0.967021704
2022/08/16/12:41:49.664092,30.60890388,2.962666273,0.017537391,-0.036232773,0.251326114,0.967065096
2022/08/16/12:41:49.767154,30.61064911,2.966405153,0.017681625,-0.035910018,0.251518279,0.967024565
2022/08/16/12:41:49.863578,30.60805321,2.963927984,0.017686604,-0.036074653,0.251345873,0.967063189
2022/08/16/12:41:49.963322,30.60890961,2.966337681,0.017657088,-0.036132906,0.251383364,0.967051685
2022/08/16/12:41:50.063493,30.61060524,2.962866306,0.017385256,-0.036568921,0.251366913,0.967044532
2022/08/16/12:41:50.162771,30.61050606,2.965686798,0.017385999,-0.036515009,0.251269341,0.967071891
2022/08/16/12:41:50.263188,30.60893631,2.963685751,0.017569443,-0.036073629,0.25138253,0.967055738
2022/08/16/12:41:50.362490,30.60876465,2.965038061,0.017516429,-0.036017463,0.251360059,0.967064619
2022/08/16/12:41:50.462786,30.6088028,2.963308811,0.017548751,-0.036307186,0.251457721,0.967027903
2022/08/16/12:41:50.563596,30.61013412,2.964865208,0.017648721,-0.036066476,0.251493931,0.967025578
2022/08/16/12:41:50.663597,30.60711479,2.964342594,0.017490821,-0.036339648,0.251370102,0.967050433
2022/08/16/12:41:50.763323,30.60974312,2.9641397,0.017540036,-0.036292419,0.251400441,0.967043519
2022/08/16/12:41:50.863204,30.60970116,2.963787556,0.017566128,-0.036268957,0.251355976,0.96705538
2022/08/16/12:41:50.963751,30.60729027,2.964655638,0.017614184,-0.036338933,0.251430601,0.967032492
2022/08/16/12:41:51.064241,30.61203766,2.965517521,0.017835341,-0.036046658,0.251424253,0.967041016
2022/08/16/12:41:51.163516,30.60886383,2.964664698,0.017624389,-0.036109231,0.251366466,0.967057705
2022/08/16/12:41:51.263658,30.60962868,2.964519501,0.017711386,-0.036175586,0.251384765,0.967048764
2022/08/16/12:41:51.364442,30.60741615,2.964487076,0.017596865,-0.036210969,0.251374692,0.967052221
2022/08/16/12:41:51.463954,30.60931015,2.964986324,0.017662222,-0.036207419,0.251362562,0.967054248
